Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
과잉 일반화,"[여자/15]
---
친구와의 다툼 후, 학교 생활이 지옥 같다.  다들 나를 싫어하는 것 같고, 혼자 점심 먹는 게 너무 힘들어.  아무도 나랑 놀아주지 않아.  이젠 아예 학교에 가지 말까.  15년 동안 쌓아온 인생이 이렇게 무너지는 걸까.  모든 게 끝장인 것 같다.
",GEMINI,2,3,3,2,3,3
성급한 판단,"[남자/17세]
---
새 학기 첫날, 옆자리 여자애가 계속 나를 쳐다보는 것 같았어. 아무 말도 안 하는데, 분명 나 싫어하는 눈빛이야.  내가 뭘 잘못한 건가 싶어 불안해.  아마 나랑 말도 안 섞을 거야.  그냥 혼자 앉아 있는 게 나을 것 같아.
",GEMINI,3,2,3,3,3,3
확대와 축소,"[남자/17]
---
시험 한 문제 틀렸다고, 앞으로 다 망칠 거 같다.  하나 틀린 게 전부 틀린 것처럼 느껴진다.  결국, 나는 아무것도 할 수 없는 무능한 사람일 뿐이다.  내일 시험도 망칠 거고,  결국 대학도 못 갈 거야.  차라리…
",GEMINI,2,2,2,2,3,3
감정적 추론,"[여자/16세]
---
친구 수진이랑 싸웠어. 내가 먼저 화냈지만,  수진이가 날 싫어하는 것 같아.  다시는 안 친해질 것 같아.  내가 뭘 잘못했는지 모르겠지만,  결국 내 잘못인 것 같아. 버려질까봐 두려워.  혼자 남는 게 무서워.
",GEMINI,3,3,2,3,3,3
감정적 추론,"[여자/17세]
---
아빠의 잔소리에 또 울컥했다.  별 것 아닌 실수 하나에  내가 쓸모없는 사람이 된 기분이다.  내일 중요한 발표인데,  집중이 안 돼.  망칠 것 같아.  결국 밤새도록 잠 못 이루겠지.  모든 게 내 잘못인 것 같아.
",GEMINI,3,3,3,3,3,3
개인화,"[여자/16세]
---
가족 여행 중, 엄마는 내가 핸드폰만 본다고 짜증을 냈다.  내 잘못인가?  사진 몇 장 찍고 바로 핸드폰을 껐는데도, 엄마는 계속 나를 나무랐다.  다 내 탓인 것 같다.  즐거운 여행이 망쳐졌다.  다시는 가족 여행을 가고 싶지 않아.
",GEMINI,2,3,3,2,3,3
감정적 추론,"[여자/16세]
---
엄마가 또 잔소리하셨다.  살 좀 빼라고.  내가 뭘 잘못했는데.  엄마도 날씬하지 않으면서.  내가 엄마처럼 될까봐 무서워.  결국 내탓인가.  다 내 잘못이야.
",GEMINI,3,3,2,3,3,3
성급한 판단,"[여자/16세]
---
수업 중 실수로 선생님께 핀잔을 들었다.  내 잘못이 분명한데,  다른 애들은 다 괜찮았던 것 같다.  아마 내가 늘 실수해서 싫어하는 거겠지.  결국, 혼자 점심도 못 먹고 화장실에서 울었다.  다 내 잘못이다.
",GEMINI,2,2,3,2,2,3
감정적 추론,"[여자/15세]
---
어제 친구들이랑 영화 보러 갔는데, 내내 혼자 떨어져 있는 기분이었어.  내가 뭘 잘못한 건가,  얘들이 나랑 안 놀고 싶어하는 건가 싶어서 계속 신경 쓰였어.  내 표정이 굳어 있었던 것 같아.  분명 얘들도 불편했을 거야.  다시는 같이 놀지 말아야겠어.
",GEMINI,3,3,3,3,3,3
성급한 판단,"[여자/17]
---
특성화고 생활, 적응 못 할 줄 알았어. 친구들도 나랑 안 맞을 것 같고.  수업 내용도 재미없고.  결국, 인문계로 가야 하나?  벌써 늦었겠지.  내 길을 잘못 선택한 걸까?  후회할 것 같아.
",GEMINI,2,3,3,3,3,2
과잉 일반화,"[여자/17]
---
점심시간, 친구들은 웃으며 이야기하는데 나는 혼자 도시락을 먹었다.  다시는 나에게 말 걸지 않을 것 같다.  내가 먼저 말하지 않으면 아무도 나에게 다가오지 않는다.  늘 이렇다.  결국 나는 혼자다.
",GEMINI,3,3,2,3,3,3
흑백 사고,"[여자/18]
---
시험 성적표를 받았다.  모든 과목이 낙제점이다.  나는 아무것도 잘하는 게 없다.  대학은 당연히 못 갈 거고, 앞으로 내 인생은 망한 거다.  희망이란 없다.  그냥 끝이다.
",GEMINI,3,3,2,2,3,3
부정적 편향,"[여자/15세]
---
친구 수진이가 먼저 카페에 가자고 했어.  하지만 걔는 요즘 나랑 안 맞는 것 같아.  예전처럼 재밌지 않아.  내가 뭘 잘못했나 싶고,  만나도 어색할 것 같아.  아마 나 때문일 거야.  수진이도 나랑 안 놀고 싶을 거야.
",GEMINI,2,2,3,2,3,3
확대와 축소,"[여자/15]
---
내일 발표인데, 준비를 하나도 못 했다.  망치면 낙제는 물론이고, 앞으로도 아무것도 할 수 없을 거야.  결국 학교도 그만둬야 하고,  인생은 끝장이겠지.  숨 막히는 듯한 불안감에 밤잠을 설쳤다.  모든 게 다 무너질 것 같아.
",GEMINI,2,3,2,3,3,3
과잉 일반화,"[남자/17]
---
수업시간 내내 숨 막혔어.  선생님 말씀 하나도 안 들리고,  모든 게 다 힘들고 지겨워.  결국 난 또 혼자 울었지.  이렇게 힘든 건 내가 문제인가 봐.  다른 애들은 괜찮은데,  나만 이렇게 힘든 거 같아.  앞으로도 계속 이럴 것 같아.  미래가 없어.
",GEMINI,2,3,2,3,3,3
감정적 추론,"[여자/15세]
---
친구가 내 생일 선물로 준 목걸이를 봤다.  왠지 맘에 안 들어 보인다.  버릴까봐 걱정이다.  다른 애들은 다 예쁜 걸 받았을 텐데.  내 선물은 별로인 것 같다.  친구도 내가 싫어하는 걸 알고 준 건 아닐까?  괜히 짜증이 난다.  모두 나를 싫어하는 것 같다.
",GEMINI,3,3,2,3,3,2
감정적 추론,"[여자/16세]
---
점심시간, 혼자 도시락 먹는데 또 수군거리는 소리가 들렸다.  내가 순하게 생겨서 그런가, 또 호구 취급 당하는 건가.  아무 말도 못 하고 고개만 푹 숙였다.  괜히 멋있어 보이는 애들이 부러웠다.  나도 저렇게 당당해지고 싶다.
",GEMINI,3,3,3,3,3,3
확대와 축소,"[여자/17]
---
걔가 내 페메 답장을 안 해.  내가 뭘 잘못했나?  아마 내가 너무 지나치게 굴었나 봐.  모든 게 다 내 잘못이야.  걔는 원래 나랑 친하게 지낼 생각이 없었던 거고,  내가 착각한 거지.  다 끝났어.
",GEMINI,2,2,2,2,3,3
성급한 판단,"[여자/15세]
---
어제 약속했던 영화, 엄마가 갑자기 야근한다며 취소했어.  내가 이해한다고 했는데도, 답장이 없네.  나랑 안 놀고 싶은 건가?  아무리 생각해도 내가 뭔가 잘못한 것 같아.  다 내 잘못이야.  결국엔 나 혼자 영화 보러 가야겠지.
",GEMINI,2,3,3,3,2,3
과잉 일반화,"[여자/15세]
---
시험을 망쳤다.  모든 문제를 틀린 것 같다.  다른 애들은 다 잘 봤을 거야.  나는 늘 이렇게 망치니까.  결국 낙제할 거고,  앞으로도 영원히 공부 못하는 애로 남을 거다.  숨 막혀.
",GEMINI,2,2,2,2,3,3
성급한 판단,"[여자/16세]
---
걔랑 톡이 씹혔어.  분명 내가 잘못한 건 없는데,  읽씹하는 걸 보니 내가 싫어진 걸까?  다른 친구들이랑 재밌게 노는 모습을 보니 더 그래.  내가 뭘 잘못했을까,  아무래도 내 탓인 것 같아. 다시는 연락하지 말아야겠어.
",GEMINI,2,3,2,2,3,3
감정적 추론,"[여자/15세]
---
엄마가 또 짜증을 내셨다.  내가 방 청소를 안 했다고.  분명 아침에 했는데.  내가 뭘 잘못했는지 모르겠다.  엄마는 항상 나에게 실망하시는 것 같다.  내가 뭘 해도 소용없는 것 같아.  결국, 또 혼자 방에 틀어박혀 울고 있다.
",GEMINI,3,3,3,3,3,3
감정적 추론,"[여자/19세]
---
친구 수진이가 갑자기 아팠다는 소식에, 괜히 내가 수진이를 힘들게 한 건 아닌가 자책했다.  수진이처럼 나도 갑자기 아플까 봐, 심지어 죽을까 봐 불안해 잠 못 이뤘다.  결국, 시험 공부는 뒷전이고 밤새도록 걱정만 했다.
",GEMINI,2,3,3,3,3,3
과잉 일반화,"[여자/17]
---
혼자 점심 먹는 게 일상이 됐다.  다른 테이블의 웃음소리가 짜증스럽다.  나만 늘 혼자다.  아무도 나랑 밥 먹자고 하지 않아.  내가 문제인가.  모두 나를 싫어하는 걸까.  다시 혼자 먹어야겠다.  또 혼자가 될 거다.
",GEMINI,3,3,2,3,3,3
부정적 편향,"[여자/16세]
---
수업 중, 내가 웃으니 걔는 고개를 돌렸어.  평소엔 나랑 말도 안 하면서, 내가 힘들어 보일 때만 다가와 위로하는 척하더니.  관심 없는 거 다 알아.  그냥 연민인 거잖아.  내가 웃는 모습은 싫고, 힘든 모습만 좋아하는 거야.  역겹다.
",GEMINI,2,2,3,3,3,3
과잉 일반화,"[여자/16세]
---
시험 점수를 받았다. 60점.  망했다.  잘하는 게 하나도 없어.  미술도, 체육도, 공부도.  모든 게 다 서툴러.  나는 아무짝에도 쓸모없는 사람이야.  다들 나보다 잘할 거야.  나만 뒤처지는 것 같아.  다시 공부해야겠다.  하지만 잘 할 수 있을까?
",GEMINI,3,3,3,3,3,3
'해야 한다' 진술,"[여자/17]
---
고모에게 받은 초콜릿이 목구멍에 걸린 것 같다.  내 성적표를 보니 괜히 미안해졌다.  잘해야 한다는 생각에 짓눌렸다.  결국,  방에 틀어박혀 울었다.  내가 더 잘했어야 했는데.  나는 부족한 딸이다.
",GEMINI,2,3,3,3,3,3
개인화,"[여자/14세]
---
점심시간, 혼잣말로 웃던 애들이 내 쪽을 힐끗거렸어.  내가 뭘 잘못했나 싶어.  다들 나만 빼고 웃는 것 같고, 괜히 눈치 보여.  아무도 내 이야기 들어주지 않아.  내가 뭘 잘못한 건지 모르겠어.  다시는 혼자 밥 먹지 않을 거야.  모두 나를 싫어하는 것 같아.
",GEMINI,2,2,2,2,3,3
감정적 추론,"[여자/15세]
---
새로운 헤어스타일을 했는데, 친구들이 계속 쳐다봐.  분명히 이상하다고 생각하는 거야.  아무도 칭찬 안 해주고, 웃는 것 같기도 하고…  내 머리, 정말 별로인가 봐.  다들 속으로 비웃고 있을 거야.
",GEMINI,3,3,3,3,3,3
낙인찍기,"[여자/16세]
---
또 걔네랑 밥 먹었는데, 내가 먼저 숟가락 놓으니까 다들 나 보고 눈치 보는 것 같았어.  내가 얘기 꺼내도 반응이 시큰둥하고.  분명 나 빼고 뭔가 재밌는 얘기라도 한 거겠지.  다시는 같이 밥 안 먹어야겠어.  나 혼자 먹는 게 낫지.
",GEMINI,3,2,2,2,2,3
감정적 추론,"[여자/16]
---
새 학년, 새 학급.  혼자 앉아 점심을 먹는데, 모두가 시끌벅적 웃는 게 들린다.  나만 빼고.  다들 친한 사이인가 보다.  내가 끼어들 자리는 없겠지.  아무도 나랑 말 안 걸어줄 거야.  또 혼자 남겠구나.
",GEMINI,3,3,3,3,3,3
확대와 축소,"[여자/18]
---
시험 성적표를 받았다.  국어 점수 하나 때문에 전체 등수가 곤두박질쳤다.  하나만 잘못됐는데, 모든 게 망한 것 같다.  내 노력은 아무 의미 없고, 앞으로도 잘 될 리 없다는 생각에 휩싸였다.  미래는 절망뿐이다.  결국 아무것도 할 수 없어.
",GEMINI,2,2,2,2,3,3
확대와 축소,"[여자/18]
---
수업 중 실수로 발표 자료를 망쳐버렸다.  선생님의 냉랭한 반응에 모든 게 엉망이 된 것 같다.  내 잘못 하나 때문에  반 친구들까지 나를 싫어할 것 같고,  앞으로 좋은 대학에 갈 수 없을 것 같다.  나는 아무것도 할 수 없는 무능한 사람이다.
",GEMINI,2,2,3,2,3,3
흑백 사고,"[남자/16]
---
특성화고에 가니 친구들이 다 취업 준비에만 매달려. 대학 안 가면 인생 망하는 거 같아.  내 길은 하나뿐인데,  잘못된 선택을 한 것 같아.  후회만 남을 거야.  다시 일반고 갈 수도 없고.  망했어.
",GEMINI,2,3,2,2,3,3
흑백 사고,"[여자/16세]
---
친구가 또 자살 얘길 꺼냈어.  내가 아무리 위로해도 소용없어.  그냥 다 망한 거야.  내 노력은 쓸모없고,  친구는 계속 아파할 거고.  나도 곧 망할 거야.  아무것도 안 될 거야.
",GEMINI,2,3,2,3,3,3
개인화,"[여자/15세]
---
어제, 발표 준비를 하다 실수로 민지의 자료를 지워버렸어.  내가 실수한 건데, 민지는 화내지 않았지만,  내가 너무 미숙해서 다 망칠까봐 불안해.  아마 민지는 속으로 엄청 화났을 거야. 내가 뭘 잘못했는지 모르겠어.  다 내 잘못이야.
",GEMINI,3,2,3,2,3,3
흑백 사고,"[여자/17]
---
망했다.  진로 상담에서 선생님이 내 성적으론 원하는 대학은 힘들다고 하셨다.  그럼 나는 아무것도 할 수 없다는 건가?  다른 길은 없어.  이젠 포기해야겠지.  미술학원도 그만둬야겠고.  결국 나는 실패할 거야.
",GEMINI,2,3,2,2,3,3
성급한 판단,"[여자/15]
---
수학 숙제를 겨우 끝냈는데, 틀린 문제가 하나 있었다.  다른 건 다 맞았는데, 괜히 그 하나 때문에 밤새 숙제한 게 아깝다.  선생님께 혼날 게 뻔하고, 친구들도 실망할 거다.  결국, 나는 아무것도 제대로 못하는 사람인가보다.
",GEMINI,3,3,2,2,3,3
과잉 일반화,"[여자/14]
---
중학교 2학년인 나는 친구가 없어.  새 학기가 시작됐는데, 아무도 나랑 말을 걸지 않아.  내가 너무 어색하게 굴었나 봐.  아마 앞으로도 친구는 못 사귈 거야.  다들 이미 친한 사이고, 나만 혼자인 것 같아.  내성적인 내 모습 때문에 망했어.  다음 학년에도 혼자일 거야.
",GEMINI,2,3,2,2,3,3
감정적 추론,"[남자/17세]
---
시험 성적표를 받았다.  망했다.  다 망한 거 같다.  재수 없으면 대학도 못 갈 거고, 인생도 망칠 거다.  차라리 죽는 게 나을지도 몰라.  숨 막히고 미칠 것 같다.  아무것도 할 수 없어.
",GEMINI,2,3,2,3,3,2
개인화,"[여자/16세]
---
수업 후, 친구 민지가 나랑 얘기하기 싫어하는 것 같았어. 내가 실수했나 싶어 말 걸었는데, 차갑게 대하더라.  내 잘못인 것 같아.  아무래도 내가 싫어서 피하는 거겠지.  다 내 탓이야.  모두 날 싫어할 거야.
",GEMINI,2,3,3,2,3,3
낙인찍기,"[여자/15]
---
친구들이 웃으며 지나가는데, 또 나만 빼고 즐거운 시간을 보내는 것 같아.  내가 뭘 잘못했는지 모르겠어.  다들 나를 싫어하는 걸까?  나 때문에 힘들어하는 걸까?  이젠 친구들과 멀어지는 게 나을 것 같아.  한심한 내 모습이 싫어.
",GEMINI,3,3,2,3,3,3
확대와 축소,"[여자/16세]
---
내 잘못으로 싸움 후,  소중했던 3년간의 우정은 산산조각 났다.  마치  세상의 끝인 것처럼,  모든 게 끝난 것 같아.  다시는 예전처럼  웃을 수 없을 거야.  내가 먼저 사과했는데도,  돌이킬 수 없는 실수였어.  모든 게 다 내 잘못인가 봐.
",GEMINI,3,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
선생님께서 나만 꾸중하셨어.  다른 애들은 똑같이 떠들었는데.  분명 나만 싫어하시는 거야.  다른 애들한테는 웃으면서 말씀하시면서…  결국 나만 혼나는 거잖아.  모든 선생님들이 나를 싫어하는 걸까?
",GEMINI,2,2,2,3,3,3
감정적 추론,"[여자/17]
---
수학여행 때문에 벌써부터 불안해. 아무도 나랑 안 친하고, 혼자 밥 먹거나 사진 찍는 모습이 떠올라.  재미없을 것 같고, 후회할 것 같아. 차라리 아프다고 거짓말하는 게 나을까?  혼자만 붕 떠있는 기분일 텐데...
",GEMINI,3,3,2,3,3,3
과잉 일반화,"[여자/11세]
---
발표 연습 중 실수로 망쳐버렸어.  다들 나만 쳐다보는 것 같았고,  내 발표는 최악이었어.  다른 애들은 다 잘하는데 나만 못해.  앞으로도 계속 이럴 거 같아.  나는 아무것도 잘하는 게 없어.  학교에 가기 싫어.
",GEMINI,3,3,3,2,3,3
개인화,"[여자/15]
---
어제 친구 수지 생일 파티에 갔는데, 다들 재밌게 놀았지만 난 혼자만 소외된 기분이었어.  내가 뭘 잘못한 건가, 내가 부족해서 그런 건가 계속 생각했어.  결국 혼자 집에 와서 울었어.  내가 뭘 더 잘해야 친구들과 잘 어울릴 수 있을까?  내 잘못인 것 같아.
",GEMINI,2,3,3,2,3,3
과잉 일반화,"[여자/17]
---
고등학교 4지망에 왔다.  친구도 없고, 수업도 지루해.  모두 즐거워 보이는데 나만 불행한 것 같아.  내가 잘못한 건가?  아무것도 재밌는 게 없어.  결국 난 늘 외톨이야.  다 망한 것 같아.
",GEMINI,3,3,2,3,3,3
과잉 일반화,"[남자/14]
---
난 왜 이렇게 작은 걸까.  키 때문에 친구들이 놀리는 건 당연한 건가?  내가 아무리 노력해도,  키는 절대 안 클 거 같아.  모든 애들이 날 키 작다고 놀릴 거야.  다 망했어.
",GEMINI,2,3,2,2,3,2
확대와 축소,"[여자/15세]
---
친구 민지의 엄청난 성적 때문에 내 점수는 보잘것없어 보였다.  1등급 하나 없이 2, 3등급만 즐비한 시험지는 마치 내 인생의 실패를 증명하는 듯했다.  내가 아무리 노력해도 민지처럼 될 수 없을 것 같다는 생각에 숨이 막혔다.
",GEMINI,2,2,3,2,3,3
