Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
과잉 일반화,"[여자/16세]
---
우리 반 친구들이 모두 다른 학교에 다녀서 고립된 것 같아요. 새로운 친구를 사귀고 싶지만 이 친구들이 도망치면 또 다른 친구들도 멀어질까 봐 두려워요. 혼자 있는 시간이 많아지면서 점점 더 외로워져 가고 있어요.",CLAUDE,2,3,3,2,2,3
과잉 일반화,"[여자/15세]
---
혼자 있는 것 같아 불안해. 반 친구들이 나랑 안 놀아주니까 혼자 밥 먹고 혼자 다녀야 해. 동아리랑 학원도 혼자 가야 해서 너무 외롭다. 앞으로도 이렇게 혼자일 것 같아 걱정돼.",CLAUDE,2,2,3,2,2,3
확대와 축소,"[여자/17세]
--- 
동생의 새 친구가 너무 말도 안 되게 행동해서, 동생이 위험해질까 걱정돼. 내가 동생에게 그 친구와 헤어지라고 말하고 싶지만, 동생이 화낼까봐 무서워.",CLAUDE,3,3,3,2,2,3
과잉 일반화,"[남자/17세]
---
우리 집에서든 학교에서든 부모님과 선생님들은 나를 융통성 없고 어설프다고 말씀하시네. 나이가 들수록 이 행동들이 문제가 되는 것 같아 걱정됩니다. 나 혼자 이 문제를 해결해야 할 텐데 정말 막막해.",CLAUDE,3,3,3,3,3,3
성급한 판단,"[여자/16세]
---
제가 가수가 되고 싶지만, 노래 실력이 부족할 거라는 생각에 자신감이 없어요. 주변 친구들이 날 비웃을 것 같아 엄마, 아빠께 말씀드리기가 두려워요. 혹시 오디션에 떨어지면 창피할까봐 걱정돼요.",CLAUDE,3,3,3,3,3,3
성급한 판단,"[남자/16세]
---
오늘 체육 시간에 농구를 했어요. 공을 받아 슛을 했는데 득점을 하지 못했죠. 친구들은 아무 말도 하지 않지만, 속으로 저를 무시하고 있다고 생각해요. 아무리 노력해도 실수를 피할 수 없나 봐요.",CLAUDE,2,2,3,2,2,3
부정적 편향,"[여자/15세]
---
학원도 다녀보고 집에서 공부해도 성적이 오르질 않아. 밤이면 눈물이 나고 미래가 걱정돼. 공부를 너무 잘해야 한다는 압박감에 학교도 가기 싫어졌어.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/16세]
---
친구들이 새로운 옷을 사는데 나만 못 입는다. 부모님이 용돈을 주지 않으셔서 친구들과 어울리기 어렵다. 아무도 나를 이해하지 않는 것 같아 점점 외로워진다.",CLAUDE,2,2,3,2,2,2
확대와 축소,"[여자/17세]
---
요즘 공부도 하기 싫고 대학 갈 자신도 없어요. 성적이 너무 안 좋아서 괜찮은 대학은 가기 힘들 것 같아요. 위탁 교육을 가볼까 생각하지만 경쟁이 치열해서 들어갈 수 있을지 걱정이 돼요.",CLAUDE,2,2,3,2,2,3
성급한 판단,"[여자/17세]
---
내신이 부족해 자격증도 겸손히 생각해볼 수 없다고 단정 지었어. 하지만 다양한 기회가 있을 것이라 생각하지 않고 절망만 가득하다. 마음을 열고 주변을 둘러보면 새로운 길이 보일지도 모른다.",CLAUDE,2,3,2,2,2,2
과잉 일반화,"[여자/15세]
---
친구들이 자주 모여서 놀기만 하는 것 같아요. 저는 혼자 있게 되어 우울해지고, 친구들이 저를 싫어하는 것 같아 고민이에요. 솔직히 말하고 싶지만 어색해질까봐 겁이 나네요.",CLAUDE,2,3,3,2,3,3
감정적 추론,"[여자/16세]
---
고등학교 공부는 너무 어려워서 힘들고, 왜 공부해야 하는지 모르겠어요. 집안 형편도 좋지 않아 능력이 부족한 것 같아 절망감이 듭니다. 매일 시간만 흘러가는 것 같아 의미를 찾기 어려워요.",CLAUDE,3,3,3,2,2,3
낙인찍기,"[여자/16세]
---
학교 친구들과 어울리지 못하고 가난한 집안 환경에 힘들어요. 선입견 때문에 성적도 떨어지고 부모님께 핀잔도 듣게 돼요. 이런 상황에서 자퇴나 자해 생각이 들어 괴롭습니다.",CLAUDE,3,3,2,3,2,2
확대와 축소,"[여자/16세]
---
야간 자율학습과 시험 준비에 지쳐 있어요. 친구들은 진로를 찾아가는 것 같아 부러운데, 저는 할 만한 것이 없어 그냥 시간만 보내는 것 같아 답답해요. 학교를 그만둘까 생각 중이에요.",CLAUDE,3,2,2,2,3,3
성급한 판단,"[여자/18세]
---
제가 키가 작고 살이 찐 것 같아요. 친구들이 운동하면 키도 크고 몸매도 좋아진다고 해서 고민이에요. 하지만 제가 해본 줄넘기는 번번이 실패해서 더 좌절감이 드네요. 이제 포기해야 할까요?",CLAUDE,2,3,3,2,2,2
과잉 일반화,"[여자/14세]
---
작은 발표를 앞두고 온몸이 떨려요. 모든 사람들이 날 비웃을 거라 생각하니 너무 두렵습니다. 이렇게 계속되면 언젠가는 완전히 자신감을 잃을 것 같아요. 이 세상에 나 혼자만 이렇게 힘든 게 아닐까 걱정돼요.",CLAUDE,3,3,3,2,2,3
과잉 일반화,"[여자/15세]
---
평소 미소 짓는 성격 때문에 선생님께 혼나서 큰 상처를 받았습니다. 이런 일들이 계속되면서 학교가 점점 더 두렵습니다. 작은 일에도 쉽게 상처받는 제 모습이 걱정됩니다.",CLAUDE,3,3,3,2,2,3
과잉 일반화,"[여자/16세]
---
사람들과 있으면 언제나 어딘가 내가 다른 존재 같다. 아무도 나를 이해하지 못하는 것 같아 여겨져. 밖에 나가면 유난히 눈에 띄고 늘 불편한 시선을 받는다.",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/15세]
---
전학 오자마자 친구들이 나를 피하고 있어. 소심한 내가 어떻게 그들과 잘 지내겠어? 앞으로 이렇게 혼자 지내야 할 거야. 내가 이렇게 어색하고 불편한데 친구를 사귈 수 있을리 없어.",CLAUDE,2,3,2,2,3,2
'해야 한다' 진술,"[여자/16세]
---
주말이 다가오니 괴롭다. 스마트폰으로 시간을 보내야 하지만, 점점 더 지루해진다. 취미를 찾아야 하지만, 재능이 없어서 할 수 있는 게 없다. 공부를 해야 하지만, 집중하기 힘들다. 나에게 즐거운 일은 없는 것 같다.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[여자/16세]
---
새 학교에 입학했지만, 이미 모든 친구들이 짝을 지어 있는 것 같아. 나 혼자 어울릴 곳이 없을 것 같아 걱정이 돼. 친구를 사귀기 힘들 거야.",CLAUDE,3,2,3,2,3,2
과잉 일반화,"[여자/15세]
---
토요일에 친구들과 다투었어요. 약속 시간을 지키지 않아서 화났거든요. 월요일에 서로 무시하고 있었고, 반 친구들이 우리 다툼을 알고 있었어요. 이제 학교가 가기 싫고, 그 친구들과 함께 있기 싫어요.",CLAUDE,2,2,3,2,2,3
과잉 일반화,"[여자/14세]
---
우리 반 친구들이 전부 저를 외면하고, 제 가장 친한 친구도 이상하게 대해요. 또 공부를 잘한다고 시기하는 애들도 있고, 괴롭힘도 당해요. 이제 학교가 힘들고 슬퍼요.",CLAUDE,3,3,3,3,3,3
개인화,"[여자/15세]
---
내가 친구의 이별 사유를 최근 벌어진 별안간의 일이라고 생각했어. 이제 어떡하지? 친구와 소통이 어려워진 건 내 잘못인 것 같아. 다시는 이런 일이 일어나지 않도록 조심해야겠어.",CLAUDE,2,3,3,2,2,2
과잉 일반화,"[여자/16세]
---
학교에서 몇몇 친구들은 딱 정해진 그룹으로만 어울려요. 그 친구들은 저에게는 관심이 없네요. 모두가 저처럼 따돌림 받는 건 아닐 텐데, 나만 소외당하는 것 같아 속상해요.",CLAUDE,2,3,3,2,2,3
과잉 일반화,"[여자/16세]
---
학교 끝나고 식당에서 아르바이트를 하는데, 어떤 고객님이 나를 보더니 '여기서 일하는 게 이상하지 않냐?'고 묻더라. 또 다른 고객이 더 나쁜 말을 할지도 모른다는 생각에 걱정돼요. 왜 학생이 아르바이트하는 게 이상할까요?",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/16세]
---
감기로 아픈데도 크리스마스에 일해야 해서 걱정돼. 알바생들이 나를 만만히 볼 거고 사장님께 말하면 화나셔서 일자리를 잃을까 봐 겁나. 결국 아픈데도 힘들게 버텨야 할 것 같아.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/16세]
---
에듀윌이 나랑 맞지 않으면 검마스터도 그럴 거야. 공부를 아예 못하니 두 회사 다 무료인강을 들어도 소용없을 거 같아. 포기하고 싶어요.",CLAUDE,2,3,2,2,3,2
확대와 축소,"[여자/16세]
---
기말고사 점수가 목표보다 낮아 실망했어요. 공부했는데도 실수로 잘못 풀었네요. 내가 열심히 했는데 점수가 이렇게 나오니 정말 한심해요. 앞으로 실수를 줄여야겠다고 생각합니다.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[남자/17세]
---
친구와 대화를 해보면 항상 그냥 친구로만 대하는 것 같아. 혹시 내가 좋아하는 감정을 알아차리지 못하는 걸까? 확신이 없어서 고백하기가 두렵네. 이 상황이 여전히 마음에 걸려.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[여자/16세]
---
전학을 가면 내가 어울리기 힘들 것 같아. 그 애들은 나보다 더 인기 많고 강해 보이니까 내가 낙오될 거야. 그래서 어떻게든 인싸가 되어야 하는데, 내가 이렇게 조용하고 말없어서 찐따가 될까봐 걱정돼.",CLAUDE,3,3,3,2,2,3
감정적 추론,"[여자/16세]
---
수업 중 실수로 방귀를 뀌고 말았어. 다들 들었을 거야. 어떻게 설명하지? 쪽팔려서 죽겠어. 내일 학교에 가기 싫어. 모두가 날 비웃을 거야.",CLAUDE,3,3,3,2,3,2
성급한 판단,"[여자/15세]
---
친구가 게임하자고 하는데, 다른 친구가 축구하자고 해. 게임하면 축구 친구가 화낼 것 같고, 축구 가면 게임 친구가 화낼 것 같아. 어떻게 해야 할지 모르겠어.",CLAUDE,3,3,3,3,3,3
흑백 사고,"[여자/15세]
---
성격이 좀 이상하다고 생각해. 새로운 환경에서 잘 적응하지 못하고, 친구들을 사귀기가 힘들어. 이대로는 고등학교에서도 소외될 것 같아. 노력해도 달라질 리가 없을 것 같아.",CLAUDE,2,2,3,2,2,2
성급한 판단,"[여자/15세]
---
음악 수행평가에서 내 역할은 작았지만, 동선을 잘 모르겠어서 뒤로 빠져있었다. 다른 애들은 열심히 춤추는데 나는 그냥 따라하기만 했다. 친구들이 날 싫어할까봐 걱정돼서 월요일에 가기 싫어졌다.",CLAUDE,2,2,2,2,2,3
감정적 추론,"[여자/15]
---
새 학교에 가면 다른 애들이 나를 무시할 거야. 나는 2학년이라 또래들과 어울리기 힘들 거야. 선배들도 나를 따돌릴 것 같아 걱정돼. 어떻게 해야 할지 모르겠어.",CLAUDE,3,3,3,2,3,2
성급한 판단,"[여자/16세]
---
이번에 새로운 헤어스타일을 해봤는데, 친구들이 어떻게 생각할지 걱정돼요. 학교에 가면 사람들이 저 머리 보고 웃을까봐 겁나서 가고 싶지 않아요. 버스를 타도 다들 저를 이상하게 볼까 봐 걱정돼서 아예 밖으로 나가기 싫어요.",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/15세]
--- 
선생님이 되어 학생들을 이끌기엔 정말 힘들 것 같아요. 자신감도 없고 친구도 적어서 과연 잘할 수 있을지 걱정됩니다. 지도사 자격증을 따도 실제로 청소년을 대할 때 실력이 부족할 것 같아 두렵습니다.",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/16세]
---
선생님과 점점 멀어지는 것 같아요. 수업 시간엔 매우 좋은데, 그 외에는 너무 멀게 대하시는 것 같아 마음이 아파요. 내가 무엇을 잘못했을까, 점점 선생님이 나를 싫어하시는 게 아닐까 걱정돼요.",CLAUDE,3,3,3,2,3,3
성급한 판단,"[여자/15세]
---
내 친구들이 날 싫어하는 것 같아. 늘 다른 애들과 어울리고 나를 무시하는 것 같다. 내가 문제아인가 보다. 그들이 날 따돌리려 한다니 너무 속상해.",CLAUDE,3,3,3,2,2,2
감정적 추론,"[여자/16세]
---
선생님께서 저를 부담스러워하실까봐 걱정돼요. 우리 가까워지기 위해 노력했지만, 선생님이 교회 활동에만 집중하셔서 여전히 거리감이 느껴져요. 혹시 제가 선생님께 부담을 주는 건 아닐까요?",CLAUDE,3,3,3,2,3,3
부정적 편향,"[여자/15세]
---
중학교에 배정받은 반에서 친구를 사귀기 힘들어요. 다른 반 친구들은 저를 찾아오지 않고, 점심에도 우리 반에 오지 않아 늘 혼자 지내는 것 같아 서운해요. 친구들이 저를 피하는 것 같아 자신감이 떨어지네요.",CLAUDE,2,3,3,2,3,3
확대와 축소,"[여자/15세]
---
중학교 3학년인 나는 가족들이 싫어졌어. 세상 모든 게 다 내 잘못이라 생각해. 만약 내가 더 잘했다면, 이렇게 후회하지 않았을 텐데. 그래도 아직 포기하긴 이르지 않았어. 언젠가는 다시 일어설 수 있을 거야.",CLAUDE,2,3,3,2,2,3
성급한 판단,"[여자/15세]
---
저는 다른 친구들이랑 얘기하면 그 남자애가 갑자기 끼어들어서 뭐라 묻는다. 마음에 드는 사람 없는데 자꾸 나한테 못생겼다고 놀리더라. 좋아하는 건지 모르겠어, 이런 행동은 이해할 수 없어.",CLAUDE,3,2,2,2,2,2
감정적 추론,"[여자/16세]
---
누나가 내 잘못을 엄마에게 계속 말하는 것 같아. 내가 한 건 아니지만 누나가 다른 애한테 물어서 엄마한테 말하는데, 왜 나만 기분이 나쁘지?",CLAUDE,3,3,3,3,3,2
개인화,"[여자/16세]
---
공부할 때마다 친구들이 신경 쓰여요. 내가 조금이라도 더 못하면 어떡하지, 따라잡힐까 봐 걱정돼요. 선생님 말씀대로 남을 의식하면 집중이 안 되지만, 자꾸 생각이 나네요.",CLAUDE,3,3,3,3,3,3
흑백 사고,"[남자/19세]
---
대학에 합격했지만, 오디션에서 계속 떨어지는 게 괘씸하다. 남들은 다 연예인이 되는데 내가 왜 안되는 걸까? 부모님도 이해해주지 않아 너무 답답하다. 내 길은 내가 선택할 거다.",CLAUDE,2,2,3,2,2,2
확대와 축소,"[여자/17세]
---
수능 끝나고 곧 졸업이네요. 가족들 보면 외로울까 걱정되어요. 공부만 하느라 반 친구도 없었는데, 다른 반 애들에게 다가가기가 어려워요. 혼자 있어도 괜찮다고 생각하지만, 가족들이 걱정할까 봐 마음이 무거워요.",CLAUDE,3,3,3,2,2,2
성급한 판단,"[여자/16세]
---
다시 만난 친구가 연락을 자주 하지 않아 불안하다. 헤어졌던 이유가 재현될까 봐 걱정돼. 친구가 나를 더 이상 좋아하지 않는 건 아닐까? 나만 노력하고 있는 것 같아 의심이 생긴다.",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/15세]
---
학교에 가면 너무 무서워요. 속이 뒤틀리고 세상이 어두워져요. 선생님이 날 괴롭히는 거 같아 숨거나 결석하고 싶어요. 친구들도 나를 싫어하는 것 같아 혼자 있고 싶어요.",CLAUDE,3,3,3,2,3,2
'해야 한다' 진술,"[여자/16세]
---
엄마께서 저에게 과외를 시키셨지만, 그만큼 공부할 수 없어요. 수학이 너무 부족하지만 영어와 국어만 열심히 해야 한다고 생각해요. 이렇게 해야 한다니 너무 스트레스 받아요.",CLAUDE,2,3,2,2,2,2
성급한 판단,"[여자/15세]
---
A가 나를 싫어한다고 다른 친구에게 말했다니. 분명 다른 친구들도 나를 싫어할 것이다. 이제 A와 다른 친구들을 모두 피하는 게 좋을 것 같다. 앞으로 혼자 지내야겠다.",CLAUDE,2,3,3,2,3,2
개인화,"[여자/15세]
---
우리 학급 친구들이 자꾸 편을 갈라요. 내가 그 친구와 친해지려고 해도 다른 애들이 싫어하는 눈빛을 주네요. 내 노력이 헛되이 느껴지고, 학급 분위기가 좋지 않아요. 어떻게 해야 할지 모르겠어요.",CLAUDE,2,3,3,2,2,3
성급한 판단,"[여자/16세]
---
학교에서 좋아하는 친구의 소문이 들려온다. 나에 대한 말이 좋은지 나쁜지 모르겠지만, 친구가 내가 개를 좋아한다는 것을 알면 어떤 반응을 할지 걱정된다. 나는 학교를 다닐 수 없을 것 같고, 대신 개에게 문자를 보내고 싶다.",CLAUDE,3,2,2,2,2,2
흑백 사고,"[여자/15세]
---
내가 좋아하는 그 남자가 다른 반 여자한테 고백하면 어떨까? 차이면 나랑 더 어색해질 텐데, 그러면 영원히 용기 내지 못할 것 같아. 고백하다 거절당하면 아마 평생 후회할 거야.",CLAUDE,2,2,3,2,3,3
