Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
과잉 일반화,"[남자/18]  
---  
체육 수업이 끝난 후, 친구들이 나를 초대했지만, 나는 항상 체력 부족으로 뒤처지는 느낌이 들어서 거절했어. 나만 못하는 것 같아서, 따돌림 당하는 게 두려워 결국 집으로 돌아왔어.",GPT,2,2,2,2,2,3
감정적 추론,"[여자/15세]  
---  
내가 친구들과 소통하려는 목적으로 짧게 쓴 메시지를 언니가 발견했어요. 걱정이 커져서, 또 부모님이 알면 어쩌지? 언니는 꼭 알릴 것 같아서 불안해요. 정말 혼란스럽고 두려워요.",GPT,3,3,3,3,3,3
성급한 판단,"[남자/17]  
---  
여자친구와 비밀 연애 중인데, 연락이 뜸하니 불안해져. 친구들이 다른 여자와의 대화 때문에 표정을 잣다고 하더라. 여친의 질투 때문일까? 내 잘못인가? 친구들의 말이 자꾸 머릿속에 맴돌아.",GPT,2,2,3,2,2,2
확대와 축소,"[여자/15]  
---  
어제 친구가 나와 다르고 잘 지내는 것 같아 보였어. 내 생각에 내가 소외된 것 같고, 차별받는 기분이 들어. 우리 사이가 멀어진 걸까? 항상 나만 외로운 건 아닐까?",GPT,2,2,2,2,2,3
성급한 판단,"[여자/14]  
---  
그 친구가 다른 무리에 자꾸 가서, 왜 나를 무시하는지 모르겠어요. 함께했던 시간들이 허탈하게 느껴지고, 제가 잘못한 건 아닌데 계속 불안해요. 혹시 우리에게 질린 건가 싶어요. 너무 스트레스 받아요.",GPT,3,3,2,2,3,2
흑백 사고,"[여자/14세]  
---  
미술에 대한 꿈이 있었지만, 친구가 뷰티에 대해 말하자 내 그림 실력은 무시되는 것 같아 괴롭습니다. 재미있는 메이크업에 대한 흥미가 생긴 건 좋지만, 진지하게考えている지 모르겠어요.",GPT,2,3,2,2,2,2
감정적 추론,"[여자/15]  
---  
친구 A가 요즘 다르게 행동해요. B랑만 함께하니 서운한 눈치. 제가 뭐 잘못한 건지, A가 저를 무시하는 것 같아 마음이 아파요. 사이가 어색해져 정말 힘드네요. 어떻게 풀어야 할까요?",GPT,3,3,3,2,3,3
과잉 일반화,"[여자/14]  
---  
어제 친구와 다툰 후, 다른 친구들에게 나를 헌신짝처럼 말한다고 생각했다. 화해했지만, 그녀가 다른 애들과 잘 지내는 모습이 보기 싫어. 중3이 아닌 중2인 내가 힘들 것 같아.",GPT,3,3,2,2,2,2
과잉 일반화,"[여자/15세]  
---  
친구와의 작은 다툼 이후, 모든 친구들이 나를 피하는 것 같아. 점심시간에 혼자 있는 게 너무 괴롭고, 내가 잘못한 것 같아 우울해. 다시 친해질 수 있을까? 답이 안 보여.",GPT,3,3,3,2,2,3
성급한 판단,"[남자/15세]  
---  
배에서 꾸르륵 소리가 나고, 친구들이 나를 쳐다보는 것 같아 불안하다. 내가 뭘 잘못했는지 모르겠고, 또 다른 위장병이 생긴 건 아닐까 걱정된다. 병원에 가야 할까?",GPT,2,3,3,2,2,3
확대와 축소,"[여자/15세]  
---  
수업 중 웃으려고 하면 친구들이 저를 쳐다보며 웃어요. 그러면서 내 입이 너무 크고 이상하다고 하죠. 무표정일 때는 괜찮은데, 웃으면 뭔가 징그러워지는 기분이에요. 정말 힘드네요.",GPT,3,3,2,3,3,3
낙인찍기,"[남자/16]  
---  
최근 게임에서 짜증이 나서 욕을 해버렸고, 이걸로 친구들이 날 싫어할까 불안해. 학교에서도 성격이 안 좋다는 소문이 돌아서, 정말 이번 방학에 나를 바꿔보려는데 쉽지 않을 것 같아.",GPT,3,3,3,2,2,3
확대와 축소,"[여자/17]  
---  
시험 준비를 위해 열심히 공부하는데, 4등급이라 생각하니 모든 가능성이 사라진 것 같아요. 혹시 1학기 동안 개선할 수 있을까요? 주변은 모두 잘하는데, 저는 계속 좌절해요.",GPT,3,2,3,2,2,2
흑백 사고,"[여자/17]  
---  
고2로서 열심히 준비했지만, 노력에 비해 결과가 아쉬워요. 잘하는 친구들 사이에서 자신감이 마구 떨어져요. 모든 게 혼자서만 힘든 것 같고, 과연 누가 도와줄 수 있을까요? 너무 힘들어요.",GPT,3,3,2,2,3,3
확대와 축소,"[여자/17]  
---  
학교 거울 앞에서 제 모습을 보니, 늘상 완벽한 모습이 아닌 것 같아 괴롭습니다. 다른 친구들은 대학 준비에 열심인데, 제게는 단 한 번의 실패가 다가올 미래를 망칠까 두렵습니다.",GPT,2,3,2,2,3,2
확대와 축소,"[여자/17세]  
---  
기말고사 성적이 엉망이에요. 수학은 손도 못 대는 점수, 국어는 겨우 50점대. 열심히 했는데 왜 이럴까요? 대학 진학도 불안하고, 간호학과는 꿈일 뿐인 것 같아요.",GPT,2,3,2,2,3,3
확대와 축소,"[여자/14세]  
---  
내 친구들이 화려한 헤어스타일을 하고 나오는 걸 볼 때마다 나는 내 머리카락이 너무 얇아 보인다며 우울해진다. 매일 거울을 보며 이 모습이 나의 전체 모습이라고 생각하니 그만 눈물이 난다.",GPT,3,3,2,2,2,3
감정적 추론,"[여자/17]  
---  
그 친구가 내 메시지엔 답을 안 해요. SNS엔 자주 올라오는데, 나한텐 그저 미안하다고만 하네요. 그가 나를 진짜 좋아하는 건지 혼란스러워요. 계속 상처받는 기분이에요.",GPT,3,3,2,3,3,3
흑백 사고,"[여자/17]  
---  
친구들이 대학 내신 걱정을 하며 웃는 모습을 보니, 난 언제까지 저렇게 불안할까 생각만 해. 정시는 힘들답니다. 이렇게 시작해도 성공할 수 있을지, 매일 끊임없이 자신을 의심하게 돼.",GPT,2,3,2,2,3,2
긍정 축소화,"[여자/15세]  
---  
어제 운동장에서 만나 얘기하는데, 갑자기 옆에서 툭 하고 머리를 쳤어요. 그 남자애가 나한테 관심이 있는 건가? 아니면 내가 너무 과하게 생각하는 걸까? 사탕 하나로 이러는 걸 보니...",GPT,3,2,2,2,2,2
감정적 추론,"[여자/17]  
---  
학교와 학원에서 항상 혼자인 것이 너무 힘들어요. 친구들은 나를 무시하는 것 같고, 대화하려고 해도 어색한 기분이 드는걸요. 그래서 더 움츠러들고, 나아지는 건 절대 없을 것 같아요.",GPT,3,3,2,3,3,3
확대와 축소,"[여자/16세]  
---  
시험 준비로 페북을 못했는데, 예전처럼 좋아요가 안 달리는 거 보고 심각하게 걱정돼. 나도 다른 친구들과 잘 지내고 싶은데, 외면당하는 것 같아 불안해. 인기가 없는 건 아닐까?",GPT,2,2,2,2,2,2
확대와 축소,"[여자/15세]  
---  
부모님과 싸운 후, 방에 혼자 앉아 생각했습니다. 작은 일에도 화내시며, 내 노력을 전혀 이해하지 못하시는 것 같아요. 친구들조차 제 마음을 모르니, 누구에게도 의지할 수 없는 기분입니다. 정말 외롭습니다.",GPT,3,3,3,2,2,3
확대와 축소,"[여자/15]  
---  
기말고사 결과가 너무 나빠서 친구들한테 말할 용기도 없어. 수학은 40점대, 도덕도 55점이라니... 엄마가 실망할까 봐 두려워. 다른 과목도 평균 이하라서 제발 잘해야 할 텐데, hopeless해.",GPT,2,3,2,2,3,2
과잉 일반화,"[여자/15세]  
---  
대수학 숙제를 꾸역꾸역 미룬 탓에 친구에게 물어보았어요. 근데 그 친구도 모르더라고요. 아, 나는 정말로 기초가 떨어져서 친구들 앞에서 바보가 되는 것 같아요. 어떻게 해야 할까요?",GPT,2,2,2,2,2,2
감정적 추론,"[여자/16세]  
---  
엄마와 싸운 후 집에 혼자 남아 미안하다고 문자를 보내야 할지 고민했어요. 짧고 단순한 사과만 보내면 또 무시할 거라고 생각하니 두렵고, 정말 어떻게 시작해야 할지 모르겠어요.",GPT,3,3,3,3,3,3
개인화,"[남자/15세]  
---  
지난 주말, 친구들과의 약속이 취소되었어요. 내가 뭘 잘못했는지 모르겠고, 그들이 나를 싫어하게 된 건 아닌지 걱정이 들어요. 예전처럼 웃고 싶지만 진짜 내 성격은 힘들게만 하네요.",GPT,3,2,2,2,2,3
확대와 축소,"[여자/18세]  
---  
시험 시작 전에 뚜렷한 목표가 있었고 스트레스를 이겨내며 열심히 준비했어요. 그런데 막상 시험에서 모든 기본문제도 제대로 할 수 없었죠. 후회와 두려움이 커져만 갑니다. 결과를 생각하니 정말 절망적이에요.",GPT,3,3,3,2,3,3
감정적 추론,"[여자/15]  
---  
나는 춤을 정말 배우고 싶은데, 가정 형편이 어렵고 엄마는 아이돌 꿈을 반대해. 오늘도 혼자 고민해봤지만, 전혀 실행할 용기가 안 나. 아마 내 꿈은 그냥 꿈일 뿐일 거야.",GPT,3,3,3,2,3,3
'해야 한다' 진술,"[여자/18세]  
---  
수업 중 그를 자주 바라보게 돼요. 망설이다 마음을 전하기는커녕, 수능에 집중해야 할 그에게 불필요한 부담을 줄까 두려워요. 아, 이런 상황에서 도전하는 건 아예 꿈도 꾸지 말아야겠죠?",GPT,2,2,3,2,3,3
과잉 일반화,"[여자/17]  
---  
수업 중 친구들이 나를 보며 웃고 이야기하는 걸 들었어요. 내가 남자친구와 잘 어울리지 않는다고 생각하는 것 같아 마음이 아팠죠. 그러면서도 남자친구가 나를 좋아하는 게 아닐까 의심하게 돼요.",GPT,2,3,2,2,2,3
과잉 일반화,"[여자/15]  
---  
친구와 작은 농담을 한 후, 나만 싫어하는 것 같아 화가 나기도 하고 우울해져 눈물이 나왔다. 왜 항상 이렇게 실패할까, 정말 다 나를 싫어하는 걸까? 계속 이런 기분이 이어지면 어쩌죠?",GPT,2,3,2,3,2,2
확대와 축소,"[여자/15세]  
---  
어제 친구들 앞에서 말을 했는데, 내 목소리가 너무 우울해 보여서 다들 놀리는 것 같았어. 정말 내 목소리가 이렇게 안 좋다면, 누가 나를 좋아하겠어? 남친도 별로일까 걱정돼.",GPT,3,3,2,2,2,2
성급한 판단,"[여자/17세]  
---  
미술에 대한 꿈을 꿉니다. 학원에 다니고 싶은데, 지금 시작해도 늦은 건 아닐지 걱정이 가득해요. 부모님이 기대하시는 만큼 말씀드리기 두렵고, 반대하실까 두려워 혼란스러워요.",GPT,2,3,3,2,2,3
과잉 일반화,"[여자/16세]  
---  
운동장에서 친구들이 나를 제외하고 놀러 가자고 이야기하는 걸 듣게 되었어요. 나의 성격이 약해 보여서인지, 다들 나를 무시하는 것 같아 마음이 아파요. 이젠 누가 나를 좋아할지 걱정이 돼요.",GPT,2,3,2,2,2,2
과잉 일반화,"[여자/15]  
---  
학교에서 친구들이 나에게 누가 더 친한지 싸우더니, 내가 고립될까 두려워졌어. 내 기분이 불안하게 꺾이다니. 만약 나에 대한 관심이 줄어들면 진짜 혼자 남을 것 같아.",GPT,2,3,2,2,2,2
성급한 판단,"[여자/15]  
---  
최근에 친해진 친구가 나를 피하는 것 같아 속상해. 우리 넷이 함께 다니던 사이였는데, 왜 그런 걸까? 나만 불안한 건 아닐까? 다른 친구들도 나를 피해가는 것 같아.. 그런 생각이 드니까 더욱 힘들어.",GPT,2,3,3,2,2,3
확대와 축소,"[남자/17세]  
---  
나의 친구들은 모두 크고 멋진데, 나는 그냥 170cm에 멈춰 있는 것 같아. 매일 아침 거울을 보면서 왜 나는 이렇게 작을까 고민해. 더 이상 자란다니 믿기지가 않아.",GPT,3,2,3,2,3,2
확대와 축소,"[여자/15]  
---  
친구들이 놀고 있는 모습을 보면 나만 소외된 듯한 느낌이 들어. 가끔 강아지가 아프면 내가 힘들어할 것 같은 걱정이 생겨. 슬짖다 보면 눈물이 나고, 공부는 늘 뒤쳐지는 것 같아.",GPT,3,3,3,2,2,2
부정적 편향,"[여자/16세]  
---  
피곤한 하루 끝에 친구와 함께한 점심. 그 친구가 다른 친구는 더 좋다고 말했을 때, 나는 너무 상처받았다. 성격이 맞지 않다고 하지만, 난 그냥 나쁜 사람으로 느껴졌다. 어떡하지?",GPT,2,2,2,2,3,2
성급한 판단,"[여자/16]  
---  
지난 주에 친구들과의 사소한 싸움 때문에 제 마음속에서 청소해버려야 할 비밀이 생겼어요. 그들이 제 취미를 비웃어서, 제 자신이 얼마나 부끄러운지 알겠어요. 이제 아무와도 이야기하고 싶지 않습니다.",GPT,2,2,3,2,2,2
확대와 축소,"[여자/15]  
---  
수업이 끝나고 친구들이 다 놀러 가는 행동을 보며 나만 소외된 기분이 들어서 속상해. 생일 선물로 받고 싶었던 책은 결국 사주지 않으시고, 항상 언니만 챙겨주는 부모님이 서운해.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/15]  
---  
내일 발표가 있는데 준비를 전혀 못했어요. 친구는 날씨 문제로 못 나올 수도 있다고 걱정하는데, 나는 또 실패할까 봐 두려워요. 만약 발표 잘 못하면 후회할 것 같아요.",GPT,3,3,3,2,2,3
'해야 한다' 진술,"[여자/14]  
---  
시험 준비에 엄청난 긴장감이 느껴져요. 영어는 자신 있었는데, 간단한 문제도 틀리면서 너무 좌절했어요. 평소에는 80점 이상이었는데, 이번엔 60점도 간당간당하네요. 왜 이렇게 못할까요?",GPT,2,3,3,2,2,3
'해야 한다' 진술,"[여자/16]  
---  
학교에서 친구들과 대화가 끊길 때마다 '나도 이곳에 있어야 해'라는 생각이 드는데, 겉으로는 웃고 있지만 속은 허전하다. 그럴 때마다 손목의 상처가 나를 위로해주는 듯한 느낌이 든다.",GPT,2,2,2,2,2,3
과잉 일반화,"[여자/14]  
---  
체육시간에 다른 친구들은 농구를 잘 하는데, 저는 공을 제대로 던지지도 못해요. 엄마 아빠처럼 운동 잘 할 수 있을 거라고 생각했는데, 그런 걸 보면 결국 저는 아무것도 못하는 것 같아요.",GPT,2,3,2,2,2,3
감정적 추론,"[여자/15]  
---  
그 친구가 다른 여자랑 친해지면 어떡하지? 내가 덜 매력적으로 느껴져서 불안해. 내 마음을 모르고 가나 싶어. 방학 동안 혼자 공부해야 하는데, 그게 더 심해질 것 같아.",GPT,3,3,2,2,3,2
흑백 사고,"[여자/17세]  
---  
학교에서 꿈이 없다는 생각으로 자꾸 우울해져. 친구들은 대학 준비로 바쁜데, 나는 쉽고 편한 길을 찾아 지내는 중이야. 시험도 다가오는데 긴장감이 없어. 그냥 하게 되겠지, 생각이 잡히지 않아.",GPT,2,3,2,2,2,3
흑백 사고,"[여자/17]  
---  
미적 시험에서 점수 잘 나온 친구들을 보며, 나마저 못할 거라 생각했습니다. 맨날 실수해서 후회하고 괴롭네요. 다음 시험도 잘 봐도 소용없을 것 같아, 공부할 의욕이 전혀 안 생겨요.",GPT,2,3,2,3,3,3
흑백 사고,"[여자/14세]  
---  
시험 준비를 하려고 했는데, 게임 한 판 하고 나니 시간이 한없이 흘렀어요. ‘이제 그만’이라 외쳐도 듣는 사람은 나뿐. 집중하고 싶지만, 쉽게 놓지 못하네요. 아, 왜 이럴까요…",GPT,2,3,2,3,2,3
과잉 일반화,"[남자/17]  
---  
학원이 바뀌고 여자친구들이 많아졌어요. 한 명이 관심이 생겼는데, 중학교 때부터 여자친구들이랑 친하지 않아서 어떻게 대화할지 막막하네요. 주변 시선이 신경 쓰여서 더 말을 걸기가 힘들어요.",GPT,3,3,2,3,3,2
흑백 사고,"[여자/16세]  
---  
가정에서 계속된 괴롭힘 덕분에 나는 친구들과의 만남에도 긴장하게 돼. 나 혼자서만 문제가 있는 것 같아, 모든 문제가 나에게로 향하는 거야. 신고해도 누가 나를 믿겠어? 그냥 괴로운 날들이 반복돼.",GPT,2,3,2,2,3,2
과잉 일반화,"[남자/16세]  
---  
지금 생각해보면, 지난달 친구와의 다툼이 너무 큰 문제인 것 같아. 몇 번의 언쟁 후, 모든 친구가 나를 싫어한다고 느껴져. 이제 어떻게 하면 다시 잘 지낼 수 있을지 고민 중이야.",GPT,2,3,3,2,2,3
부정적 편향,"[여자/14]  
---  
체육 시간에 친구들이 모두 저보다 더 잘하는 것 같았어요. 저는 155에 39kg인데, 얼굴이 동그래서 뚱뚱해 보이는 게 너무 신경 쓰여요. 그래서 운동할 때마다 자신감이 없어요.",GPT,2,3,2,2,3,2
감정적 추론,"[여자/16]  
---  
그 애를 계속 생각하며 수업에 집중이 안 돼요. 혹시 그 애가 제가 싫어지면 어쩌나 불안해요. 쉬는 시간마다 그 애의 반응을 확인하지만, 이제는 눈도 못 마주치겠어요. 정말 힘드네요.",GPT,3,3,3,3,3,3
